NUMMER;BILDNR;FOTOGRAF;COPYRIGHT;
01598;0013;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01599;0004;;© Kt. Denkmalpflege Basel-Stadt;
01599;0006;;© Kt. Denkmalpflege Basel-Stadt;
01599;0007;;© Kt. Denkmalpflege Basel-Stadt;
01599;0008;;© Kt. Denkmalpflege Basel-Stadt;
01599;0014;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01599;0017;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01600;0001;;© Kt. Denkmalpflege Basel-Stadt;
01600;0004;;© Kt. Denkmalpflege Basel-Stadt;
01600;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01601;0001;;© Kt. Denkmalpflege Basel-Stadt;
01601;0002;;© Kt. Denkmalpflege Basel-Stadt;
01601;0003;;© Kt. Denkmalpflege Basel-Stadt;
01601;0004;;© Kt. Denkmalpflege Basel-Stadt;
01602;0001;;© Kt. Denkmalpflege Basel-Stadt;
01603;0001;;© Kt. Denkmalpflege Basel-Stadt;
01603;0002;;© Kt. Denkmalpflege Basel-Stadt;
01603;0004;;© Kt. Denkmalpflege Basel-Stadt;
01603;0005;;© Kt. Denkmalpflege Basel-Stadt;
01603;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01603;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01603;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01603;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01604;0001;;© Kt. Denkmalpflege Basel-Stadt;
01604;0002;;© Kt. Denkmalpflege Basel-Stadt;
01604;0003;;© Kt. Denkmalpflege Basel-Stadt;
01604;0004;;© Kt. Denkmalpflege Basel-Stadt;
01607;0001;;© Büro ADB;
01607;0003;;© Kt. Denkmalpflege Basel-Stadt;
01607;0004;;© Kt. Denkmalpflege Basel-Stadt;
01609;0001;;© Kt. Denkmalpflege Basel-Stadt;
01609;0002;;© Kt. Denkmalpflege Basel-Stadt;
01609;0003;;© Kt. Denkmalpflege Basel-Stadt;
01616;0001;;© Kt. Denkmalpflege Basel-Stadt;
01616;0002;;© Kt. Denkmalpflege Basel-Stadt;
01616;0003;;© Kt. Denkmalpflege Basel-Stadt;
01618;0001;;© Kt. Denkmalpflege Basel-Stadt;
01618;0002;;© Kt. Denkmalpflege Basel-Stadt;
01623;0001;;© Kt. Denkmalpflege Basel-Stadt;
01623;0003;;© Kt. Denkmalpflege Basel-Stadt;
01623;0004;;© Kt. Denkmalpflege Basel-Stadt;
01623;0010;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01625;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01627;0006;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01630;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01630;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01630;0007;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01630;0008;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01631;0001;;© Kt. Denkmalpflege Basel-Stadt;
01631;0003;;© Kt. Denkmalpflege Basel-Stadt;
01633;0001;;© Kt. Denkmalpflege Basel-Land;
01633;0002;;© Kt. Denkmalpflege Basel-Land;
01690;0001;;© Büro ADB;
01690;0002;;© Büro ADB;
01690;0004;;© Büro ADB;
01695;0001;;© Büro ADB;
01695;0002;;© Büro ADB;
01695;0005;;© Büro ADB;
01695;0008;;© Büro ADB;
01771;0001;;© Büro ADB;
01771;0003;;© Büro ADB;
01900;0003;;© Kt. Denkmalpflege Basel-Stadt;
01900;0004;;© Kt. Denkmalpflege Basel-Stadt;
01900;0005;;© Kt. Denkmalpflege Basel-Stadt;
01901;0006;;© Kt. Denkmalpflege Basel-Stadt;
01901;0007;;© Kt. Denkmalpflege Basel-Stadt;
01901;0009;;© Kt. Denkmalpflege Basel-Stadt;
01901;0011;;© Kt. Denkmalpflege Basel-Stadt;
01901;0012;;© Kt. Denkmalpflege Basel-Stadt;
01902;0001;;© Kt. Denkmalpflege Basel-Stadt;
01902;0002;;© Kt. Denkmalpflege Basel-Stadt;
01902;0003;;© Kt. Denkmalpflege Basel-Stadt;
01903;0001;;© Kt. Denkmalpflege Basel-Stadt;
01903;0003;;© Kt. Denkmalpflege Basel-Stadt;
01935;0001;;© Denkmalpflege Kt. FR ;
01935;0003;;© Denkmalpflege Kt. FR ;
01935;0005;;© Denkmalpflege Kt. FR ;
01937;0001;;© Denkmalpflege Kt. FR ;
01937;0002;;© Denkmalpflege Kt. FR ;
01937;0003;;© Denkmalpflege Kt. FR ;
01937;0007;;© Denkmalpflege Kt. FR ;
01941;0001;;© Denkmalpflege Kt. FR ;
01941;0002;;© Denkmalpflege Kt. FR ;
01941;0005;;© Denkmalpflege Kt. FR ;
01945;0001;;© Denkmalpflege Kt. FR ;
01945;0003;;© Denkmalpflege Kt. FR ;
01945;0005;;© Denkmalpflege Kt. FR ;
01946;0001;;© Denkmalpflege Kt. FR ;
01946;0003;;© Denkmalpflege Kt. FR ;
01946;0005;;© Denkmalpflege Kt. FR ;
01947;0003;;© Büro ADB;
01947;0004;;© Büro ADB;
01951;0001;;© Denkmalpflege Kt. FR ;
01951;0004;;© Denkmalpflege Kt. FR ;
01951;0006;;© Denkmalpflege Kt. FR ;
01959;0002;;© Büro ADB;
01959;0003;;© Büro ADB ;
01959;0005;;© Büro ADB ;
01961;0004;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01961;0005;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01965;0001;;EAD, Bundesamt für Kultur ;
01965;0009;;© Denkmalpflege Kt. FR ;
01965;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01965;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01965;0021;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01968;0001;;© Denkmalpflege Kt. FR ;
01968;0003;;© Büro ADB ;
01968;0005;;© Büro ADB ;
01968;0007;;© Büro ADB ;
01973;0002;;© Denkmalpflege Kt. FR ;
01973;0003;;© Denkmalpflege Kt. FR ;
01973;0005;;© Denkmalpflege Kt. FR ;
01981;0001;;© Denkmalpflege Kt. FR ;
01981;0002;;© Denkmalpflege Kt. FR ;
01981;0003;;© Denkmalpflege Kt. FR ;
01985;0002;;© Denkmalpflege Kt. FR ;
01985;0004;;© Denkmalpflege Kt. FR ;
01985;0006;;© Denkmalpflege Kt. FR ;
01985;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01985;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01985;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01985;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01989;0001;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
01989;0002;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
01989;0003;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
01995;0001;;© Büro ADB;
01995;0002;;© Büro ADB ;
01995;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01999;0001;;© Denkmalpflege Kt. FR ;
02000;0002;;© Denkmalpflege Kt. FR ;
02000;0003;;© Denkmalpflege Kt. FR ;
02006;0001;;© Denkmalpflege Kt. FR ;
02006;0002;;© Denkmalpflege Kt. FR ;
02006;0003;;© Denkmalpflege Kt. FR ;
02006;0004;;© Denkmalpflege Kt. FR ;
02008;0001;;© Büro ADB;
02008;0002;;© Büro ADB;
02008;0005;;© Büro ADB;
02008;0007;;© Büro ADB;
02011;0005;;© Büro ADB;
02011;0006;;© Büro ADB;
02011;0008;;© Büro ADB;
02015;0001;;© Büro ADB;
02015;0003;;© Büro ADB;
02015;0005;;© Büro ADB;
02016;0005;;© Denkmalpflege Kt. FR ;
02016;0006;;© Denkmalpflege Kt. FR ;
02016;0008;;© Denkmalpflege Kt. FR ;
02018;0001;;© Denkmalpflege Kt. FR ;
02018;0003;;© Denkmalpflege Kt. FR ;
02018;0004;;© Denkmalpflege Kt. FR ;
02020;0001;;© Denkmalpflege Kt. FR ;
02020;0003;;© Denkmalpflege Kt. FR ;
02022;0002;;© Büro ADB;
02022;0006;;© Denkmalpflege Kt. FR ;
02031;0001;;© Büro ADB;
02031;0002;;© Büro ADB;
02031;0003;;© Büro ADB;
02031;0006;Th. Bitterli ;;
02031;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02031;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02031;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02031;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02032;0005;;© Büro ADB;
02032;0006;;© Büro ADB;
02032;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02032;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02032;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02032;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02033;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02034;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02034;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02034;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02034;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02034;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02034;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02035;0001;;© Büro ADB;
02035;0002;;© Büro ADB;
02035;0006;;© Büro ADB;
02035;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02038;0001;;© Büro ADB;
02038;0002;;© Büro ADB;
02038;0003;;© Büro ADB;
02038;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02047;0001;;© Büro ADB;
02047;0003;;© Büro ADB;
02047;0004;;© Büro ADB;
02061;0001;;© Büro ADB;
02061;0002;;© Büro ADB;
02061;0006;;© Büro ADB;
02061;0009;;© Büro ADB;
02063;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02064;0001;;© Büro ADB;
02064;0002;;© Büro ADB;
02067;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02067;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02067;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02067;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02070;0005;;© EAD, Bundesamt für Kultur;
02070;0006;;© EAD, Bundesamt für Kultur;
02070;0008;;© EAD, Bundesamt für Kultur;
02070;0009;;© EAD, Bundesamt für Kultur;
02072;0001;;© Denkmalpflege Kt. FR ;
02072;0002;;© Denkmalpflege Kt. FR ;
02072;0003;;© Denkmalpflege Kt. FR ;
02073;0001;;© Büro ADB ;
02073;0003;;© Büro ADB ;
02073;0005;;© Büro ADB ;
02073;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02074;0001;Siegfried Möri;© Büro ADB;
02074;0002;Siegfried Möri;© Büro ADB ;
02075;0001;;© Büro ADB;
02075;0003;;© Büro ADB;
02075;0004;;© Büro ADB ;
02076;0001;;© Büro ADB ;
02076;0005;;© Büro ADB ;
02076;0008;;© Büro ADB;
02076;0009;;© Büro ADB ;
02076;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02077;0001;Siegfried Möri;© Büro ADB ;
02077;0003;Siegfried Möri;© Büro ADB ;
02077;0006;Siegfried Möri;© Büro ADB ;
02077;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02084;0001;Siegfried Möri;© Büro ADB;
02084;0002;Siegfried Möri;© Büro ADB;
02084;0003;Siegfried Möri;© Büro ADB ;
02084;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02084;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02084;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02085;0001;Siegfried Möri;© Büro ADB;
02085;0002;Siegfried Möri;© Büro ADB;
02085;0003;Siegfried Möri;© Büro ADB;
02086;0001;Siegfried Möri;© Büro ADB;
02087;0001;Siegfried Möri;© Büro ADB ;
02087;0003;Siegfried Möri;© Büro ADB ;
02089;0001;Siegfried Möri;© Büro ADB;
02089;0002;Siegfried Möri;© Büro ADB;
02090;0001;Siegfried Möri;© Büro ADB;
02091;0001;Siegfried Möri;© Büro ADB;
02091;0002;Siegfried Möri;© Büro ADB ;
02092;0001;;© Denkmalpflege Kt. FR ;
02092;0003;;© Denkmalpflege Kt. FR ;
02092;0007;;© Denkmalpflege Kt. FR ;
02093;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02094;0001;G. Wuichet;© Büro ADB;
02094;0002;G. Wuichet;© Büro ADB ;
02095;0001;G. Wuichet;© Büro ADB ;
02095;0003;G. Wuichet;© Büro ADB;
02095;0004;G. Wuichet;© Büro ADB;
02096;0001;G. Wuichet;© Büro ADB;
02096;0002;G. Wuichet;© Büro ADB ;
02097;0001;;© Denkmalpflege Kt. FR ;
02097;0003;;© Denkmalpflege Kt. FR ;
02098;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02098;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02098;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02100;0001;;© EAD, Bundesamt für Kultur;
02100;0002;;© EAD, Bundesamt für Kultur;
02100;0006;;© EAD, Bundesamt für Kultur;
02105;0001;;© Büro ADB ;
02105;0003;;© Büro ADB ;
02112;0001;;© Büro ADB;
02112;0002;;© Büro ADB ;
02116;0001;;© Büro ADB ;
02116;0004;;© Büro ADB ;
02116;0006;;© Büro ADB ;
02117;0001;;© Büro ADB;
02117;0002;;© Büro ADB;
02117;0003;;© Büro ADB;
02117;0004;;© Büro ADB ;
02117;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02120;0001;;© Büro ADB;
02120;0002;;© Denkmalpflege Kt. FR ;
02121;0001;;© Büro ADB ;
02121;0003;;© Büro ADB ;
02121;0006;;© Büro ADB ;
02122;0001;;© Büro ADB ;
02122;0003;;© Büro ADB ;
02122;0005;;© Büro ADB ;
02123;0001;Siegfried Möri;© Büro ADB;
02123;0002;Siegfried Möri;© Büro ADB ;
02123;0004;Siegfried Möri;© Büro ADB ;
02124;0001;Siegfried Möri;© Büro ADB ;
02124;0003;Siegfried Möri;© Büro ADB;
02124;0004;Siegfried Möri;© Büro ADB ;
02125;0001;Siegfried Möri;© Büro ADB;
02125;0002;Siegfried Möri;© Büro ADB ;
02126;0001;Siegfried Möri;© Büro ADB;
02126;0002;Siegfried Möri;© Büro ADB;
02126;0003;Siegfried Möri;© Büro ADB ;
02126;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02127;0001;Siegfried Möri;© Büro ADB;
02127;0002;Siegfried Möri;© Büro ADB;
02127;0003;Siegfried Möri;© Büro ADB ;
02127;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02130;0001;Siegfried Möri;© Büro ADB ;
02130;0003;Siegfried Möri;© Büro ADB;
02130;0005;Siegfried Möri;© Büro ADB;
02130;0006;Siegfried Möri;© Büro ADB ;
02131;0001;;© Büro ADB ;
02131;0004;;© Büro ADB;
02131;0005;;© Büro ADB ;
02131;0008;;© Büro ADB ;
02135;0003;;© Büro ADB;
02135;0004;;© Büro ADB ;
02135;0007;;© Büro ADB ;
02146;0001;;© Büro ADB;
02146;0002;;© Büro ADB ;
02149;0001;;© Büro ADB;
02149;0002;;© Büro ADB ;
02149;0004;;© Büro ADB ;
02154;0001;;© Büro ADB ;
02154;0003;;© Büro ADB;
02155;0001;;© Büro ADB;
02155;0002;;© Büro ADB;
02155;0003;;© Büro ADB ;
02160;0001;;© Büro ADB;
02160;0002;;© Büro ADB ;
02164;0001;;© Büro ADB ;
02164;0003;;© Büro ADB;
02164;0004;;© Büro ADB ;
02176;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02182;0002;;© Büro ADB;
02182;0005;;© Büro ADB ;
02182;0007;;© Büro ADB ;
02184;0001;;© Büro ADB ;
02184;0003;;© Büro ADB;
02184;0005;;© Büro ADB ;
02184;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02184;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02184;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02184;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0002;;© Büro ADB ;
02192;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02192;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02193;0001;;© Büro ADB;
02193;0002;;© Büro ADB;
02193;0003;;© Büro ADB ;
02194;0002;;© Büro ADB ;
02196;0001;;© Denkmalpflege Kt. FR ;
02196;0004;;© Denkmalpflege Kt. FR ;
02198;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02198;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02198;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02215;0001;;© Büro ADB ;
02215;0003;;© Büro ADB ;
02215;0005;;© Büro ADB ;
02217;0006;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
02217;0007;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS ;
02223;0001;;© Denkmalpflege Kt. FR ;
02223;0003;;© Denkmalpflege Kt. FR ;
02229;0001;;© Büro ADB ;
02229;0007;;© Büro ADB ;
02229;0010;;© Büro ADB ;
02229;0013;;© Büro ADB ;
02230;0008;;© Denkmalpflege Kt. FR ;
02230;0010;;© Denkmalpflege Kt. FR ;
02232;0001;;© Denkmalpflege Kt. FR ;
02232;0003;;© Denkmalpflege Kt. FR ;
02232;0004;;© Denkmalpflege Kt. FR ;
02236;0002;;© Denkmalpflege Kt. FR ;
02242;0002;;© Denkmalpflege Kt. FR ;
02242;0003;;© Denkmalpflege Kt. FR ;
02246;0001;;© Denkmalpflege Kt. FR ;
02246;0003;;© Denkmalpflege Kt. FR ;
02249;0001;;© Büro ADB;
02249;0004;;© Büro ADB ;
02249;0008;;© Büro ADB ;
02249;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02249;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02249;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02249;0019;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02249;0020;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02256;0001;;© Büro ADB ;
02256;0005;;© Büro ADB ;
02256;0008;;© Büro ADB ;
02258;0001;;© Büro ADB ;
02258;0003;;© Büro ADB ;
02258;0007;;© Büro ADB ;
02258;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02267;0001;;© Denkmalpflege Kt. FR ;
02267;0003;;© Denkmalpflege Kt. FR ;
02267;0005;;© Denkmalpflege Kt. FR ;
02269;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02269;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02269;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02274;0003;G. Wuichet;© Büro ADB;
02274;0004;G. Wuichet;© Büro ADB;
02274;0007;G. Wuichet;© Büro ADB;
02274;0008;G. Wuichet;© Büro ADB;
02275;0003;;© Denkmalpflege Kt. FR ;
02275;0004;;© Denkmalpflege Kt. FR ;
02275;0006;;© Denkmalpflege Kt. FR ;
02277;0001;;© Büro ADB ;
02277;0003;;© Denkmalpflege Kt. FR ;
02292;0001;;© Denkmalpflege Kt. FR ;
02292;0002;;© Denkmalpflege Kt. FR ;
02292;0004;;© Denkmalpflege Kt. FR ;
02293;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02295;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02295;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02295;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02303;0001;;© Denkmalpflege Kt. FR ;
02303;0002;;© Denkmalpflege Kt. FR ;
02304;0002;;© Denkmalpflege Kt. FR ;
02304;0003;;© Denkmalpflege Kt. FR ;
02304;0005;;© Büro ADB ;
02307;0001;;© Denkmalpflege Kt. FR ;
02307;0002;;© Denkmalpflege Kt. FR ;
02309;0001;;© Büro ADB;
02309;0002;;© Büro ADB ;
02309;0004;;© Büro ADB ;
02311;0001;;© Büro ADB ;
02311;0006;;© Büro ADB ;
02311;0009;;© Büro ADB ;
02311;0013;;© Büro ADB ;
02319;0001;;© Denkmalpflege Kt. FR ;
02319;0002;;© Denkmalpflege Kt. FR ;
02319;0003;;© Denkmalpflege Kt. FR ;
02338;0002;;© Büro ADB ;
02338;0005;;© Büro ADB;
02338;0006;;© Büro ADB ;
02338;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02339;0001;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
02339;0002;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
02339;0003;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
02346;0002;;© Denkmalpflege Kt. FR ;
02346;0003;;© Büro ADB ;
02355;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02355;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02363;0001;;© Büro ADB ;
02363;0003;;© Büro ADB ;
02364;0001;;© Büro ADB ;
02364;0003;;© Büro ADB;
02364;0004;;© Büro ADB ;
02365;0001;;© Büro ADB;
02365;0002;;© Büro ADB ;
02365;0005;;© Büro ADB ;
02366;0001;;© Büro ADB;
02366;0002;;© Büro ADB ;
02366;0011;;© Büro ADB ;
02368;0001;;© Denkmalpflege Kt. FR ;
02368;0002;;© Denkmalpflege Kt. FR ;
02374;0001;;© Büro ADB;
02374;0002;;© Büro ADB;
02374;0003;;© Büro ADB ;
02376;0001;;© Büro ADB;
02376;0002;;© Büro ADB ;
02376;0004;;© Büro ADB ;
02383;0002;;©  Service de monuments et sites du canton Genève;
02383;0003;;©  Service de monuments et sites du canton Genève ;
02383;0005;;©  Service de monuments et sites du canton Genève ;
02403;0004;Max Oettli;©  Service de monuments et sites du canton Genève;
02403;0005;Max Oettli;©  Service de monuments et sites du canton Genève;
02403;0006;Max Oettli;©  Service de monuments et sites du canton Genève ;
02403;0009;Max Oettli;©  Service de monuments et sites du canton Genève ;
02403;0011;Max Oettli;©  Service de monuments et sites du canton Genève ;
02407;0001;;©  Service de monuments et sites du canton Genève;
02407;0002;;©  Service de monuments et sites du canton Genève;
02407;0003;;©  Service de monuments et sites du canton Genève ;
02407;0006;;©  Service de monuments et sites du canton Genève ;
02436;0001;;© Büro ADB;
02436;0002;;© Büro ADB;
02436;0003;;© EAD, Bundesamt für Kultur;
02436;0004;;© EAD, Bundesamt für Kultur;
02436;0005;;© Büro ADB ;
02443;0001;;©  Service de monuments et sites du canton Genève;
02443;0002;;©  Service de monuments et sites du canton Genève;
02443;0003;;©  Service de monuments et sites du canton Genève ;
02443;0005;;©  Service de monuments et sites du canton Genève ;
02446;0001;;© Büro ADB;
02446;0002;;© Büro ADB;
02446;0007;;©  Service de monuments et sites du canton Genève;
02446;0008;;©  Service de monuments et sites du canton Genève ;
02447;0001;;© Büro ADB ;
02447;0003;Siegfried Möri;© Büro ADB ;
02447;0005;;© Büro ADB ;
02447;0007;;© Büro ADB;
02447;0008;;© Büro ADB ;
02447;0010;;© Büro ADB ;
02447;0012;Siegfried Möri;© Büro ADB ;
02448;0001;;©  Service de monuments et sites du canton Genève;
02448;0002;;©  Service de monuments et sites du canton Genève;
02448;0003;;©  Service de monuments et sites du canton Genève;
02448;0004;;©  Service de monuments et sites du canton Genève;
02448;0005;;©  Service de monuments et sites du canton Genève ;
02448;0008;;© Büro ADB;
02449;0001;Max Oettli;©  Service de monuments et sites du canton Genève;
02449;0002;;©  Service de monuments et sites du canton Genève;
02449;0003;;©  Service de monuments et sites du canton Genève;
02449;0004;;©  Service de monuments et sites du canton Genève ;
02449;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02450;0001;;©  Service de monuments et sites du canton Genève;
02450;0002;;©  Service de monuments et sites du canton Genève;
02450;0003;;©  Service de monuments et sites du canton Genève;
02450;0004;;©  Service de monuments et sites du canton Genève;
02450;0005;;©  Service de monuments et sites du canton Genève ;
02451;0001;Hans Schüpbach;© Protection des biens culturels, OFPP;
02451;0002;Hans Schüpbach;© Protection des biens culturels, OFPP;
02451;0003;Hans Schüpbach;© Protection des biens culturels, OFPP;
02451;0004;Hans Schüpbach;© Protection des biens culturels, OFPP;
02451;0009;;©  Service de monuments et sites du canton Genève;
02451;0010;;©  Service de monuments et sites du canton Genève;
02452;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02452;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
02454;0001;;© Büro ADB;
02454;0002;;©  Service de monuments et sites du canton Genève;
02454;0003;;©  Service de monuments et sites du canton Genève ;
02454;0005;;©  Service de monuments et sites du canton Genève;
02455;0002;;© Büro ADB;
02455;0003;;© Büro ADB;
02455;0004;;© Büro ADB;
02456;0001;;©  Service de monuments et sites du canton Genève;
02456;0002;;©  Service de monuments et sites du canton Genève;
02456;0003;;©  Service de monuments et sites du canton Genève;
02457;0001;;© Büro ADB;
02457;0002;;© Büro ADB;
02457;0003;;© Büro ADB;
02457;0004;Siegfried Möri;© Büro ADB ;
02458;0001;;© Büro ADB;
02458;0003;Siegfried Möri;© Büro ADB;
02458;0007;;© Büro ADB;
02458;0011;Siegfried Möri;© Büro ADB;
02458;0012;Siegfried Möri;© Büro ADB;
02460;0003;René Steffen;© EAD, Bundesamt für Kultur;
02460;0005;René Steffen;© EAD, Bundesamt für Kultur;
02460;0006;René Steffen;© EAD, Bundesamt für Kultur;
02462;0005;;©  Service de monuments et sites du canton Genève;
02464;0001;;EAD, Bundesamt für Kultur;
02464;0004;;©  Service de monuments et sites du canton Genève;
02464;0005;;©  Service de monuments et sites du canton Genève;
02464;0008;;© EAD, Bundesamt für Kultur;
02464;0009;;© EAD, Bundesamt für Kultur;
02464;0011;;© Büro ADB ;
02464;0014;;©  Service de monuments et sites du canton Genève ;
