NUMMER;BILDNR;FOTOGRAF;COPYRIGHT;
05149;0004;;© Büro ADB;
05149;0005;;© Büro ADB;
05149;0006;;© Büro ADB;
05149;0008;;© Büro ADB;
05149;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05149;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05149;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05149;0018;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05161;0001;;© Büro ADB;
05161;0002;;© Büro ADB;
05161;0003;;© Büro ADB;
05161;0004;;© Büro ADB;
05161;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05161;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05163;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05163;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05163;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05163;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05174;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05174;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05184;0001;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
05199;0002;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05199;0003;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05199;0004;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05199;0005;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05204;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05204;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05213;0014;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05213;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05213;0016;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05213;0017;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05213;0018;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05213;0020;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05213;0022;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
05226;0003;;© HOBIM;
05226;0009;;© HOBIM;
05226;0010;;© HOBIM;
05226;0013;;© HOBIM;
05242;0004;Siegried Möri;© Büro ADB;
05242;0005;Siegried Möri;© Büro ADB;
05242;0007;Siegried Möri;© Büro ADB;
05242;0010;Siegried Möri;© Büro ADB;
05249;0002;;© Kt. Denkmalpflege TI;
05249;0004;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05249;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05249;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05250;0002;;© Büro ADB;
05250;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05261;0003;;© Kt. Denkmalpflege TI;
05261;0004;;© Kt. Denkmalpflege TI;
05261;0005;;© Kt. Denkmalpflege TI;
05270;0002;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05270;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05270;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05270;0018;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05271;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05271;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05271;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05272;0005;Th. Bitterli;;
05272;0006;Th. Bitterli;;
05272;0007;Th. Bitterli;;
05274;0001;Siegfried Möri;© Büro ADB;
05274;0002;Siegfried Möri;© Büro ADB;
05274;0003;;© Kt. Denkmalpflege TI;
05274;0004;;© Kt. Denkmalpflege TI;
05274;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05274;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05274;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05275;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05275;0002;Siegfried Möri;© Büro ADB;
05275;0004;Siegfried Möri;© Büro ADB;
05275;0005;Siegfried Möri;© Büro ADB;
05275;0006;Siegfried Möri;© Büro ADB;
05276;0003;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05276;0005;Siegfried Möri;© Büro ADB;
05276;0007;Siegfried Möri;© Büro ADB;
05276;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05276;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05293;0002;Albina Cereghetti, Mesocco;;
05293;0005;Albina Cereghetti, Mesocco;;
05293;0006;Albina Cereghetti, Mesocco;;
05321;0009;Siegfried Möri;© Büro ADB;
05340;0003;;© Kt. Denkmalpflege TI;
05340;0004;;© Kt. Denkmalpflege TI;
05342;0002;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05342;0003;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05342;0004;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05342;0005;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05342;0006;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05342;0007;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05353;0015;Albina Cereghetti;;
05353;0016;Albina Cereghetti; ;
05361;0003;;© Kt. Denkmalpflege TI;
05361;0007;;© Kt. Denkmalpflege TI;
05361;0010;;© Kt. Denkmalpflege TI;
05373;0008;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
05373;0009;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05375;0012;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
05375;0013;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
05384;0005;;© Kt. Denkmalpflege TI;
05384;0006;;© Kt. Denkmalpflege TI;
05384;0007;;© Kt. Denkmalpflege TI;
05385;0006;;© Kt. Denkmalpflege TI;
05401;0008;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05401;0009;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05401;0010;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05401;0011;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05401;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05401;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05402;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05403;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05409;0003;;© Kt. Denkmalpflege TI;
05410;0004;Siegfried Möri;© Büro ADB;
05410;0005;Siegfried Möri;© Büro ADB;
05410;0007;Siegfried Möri;© Büro ADB;
05410;0008;Siegfried Möri;© Büro ADB;
05411;0002;Siegfried Möri;© Büro ADB;
05411;0003;Siegfried Möri;© Büro ADB;
05411;0004;Siegfried Möri;© Büro ADB;
05432;0006;;© Kt. Denkmalpflege TI;
05432;0007;;© Kt. Denkmalpflege TI;
05432;0008;;© Kt. Denkmalpflege TI;
05452;0004;;© Büro ADB;
05452;0005;;© Büro ADB;
05452;0006;;© Büro ADB;
05452;0007;;© Büro ADB;
05457;0002;;© Archiv Bauernhausforschung Zug;
05464;0002;Albina Cereghetti, Mesocco;;
05464;0003;Albina Cereghetti, Mesocco;;
05464;0004;Albina Cereghetti, Mesocco;;
05470;0004;Siegfried Möri;© Büro ADB;
05470;0005;Siegfried Möri;© Büro ADB;
05471;0005;;© Büro ADB;
05471;0007;;© Büro ADB;
05471;0009;;© Büro ADB;
05471;0010;;© Büro ADB;
05473;0001;;© Kt. Denkmalpflege TI;
05507;0007;Th. Bitterli 2007;;
05507;0010;Th. Bitterli 2007;;
05507;0011;Th. Bitterli 2007;;
05507;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05508;0001;;© Büro ADB;
05508;0003;;© Büro ADB;
05508;0004;;© Büro ADB;
05508;0006;;© Büro ADB;
05509;0001;;© Büro ADB;
05509;0003;;© Büro ADB;
05509;0007;;© Büro ADB;
05509;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05527;0003;;© Kt. Denkmalpflege TI;
05527;0006;;© Büro ADB;
05537;0002;;© Büro ADB;
05537;0003;;© Büro ADB;
05537;0006;;© Büro ADB;
05539;0002;;© Büro ADB;
05540;0001;;© Büro ADB;
05540;0006;;© Büro ADB;
05540;0007;;© Büro ADB;
05545;0001;;© Büro ADB;
05545;0003;;© Büro ADB;
05545;0005;;© Büro ADB;
05554;0001;;© Büro ADB;
05554;0003;;© Büro ADB;
05554;0005;;© Büro ADB;
05554;0007;;© Büro ADB;
05585;0001;;© Kt. Denkmalpflege TI;
05585;0002;;© Kt. Denkmalpflege TI;
05585;0004;;© Kt. Denkmalpflege TI;
05586;0001;Albina Cereghetti, Mesocco;;
05586;0003;Albina Cereghetti, Mesocco;;
05603;0005;;© Büro ADB;
05604;0005;;© Büro ADB;
05604;0006;;© Büro ADB;
05604;0008;;© Büro ADB;
05606;0002;;© Fachbereich Kulturgüterschutz, BABS;
05614;0002;Albina Cereghetti, Mesocco;;
05617;0001;;© Büro ADB;
05617;0002;;© Büro ADB;
05617;0003;;© Büro ADB;
05618;0002;;© Büro ADB;
05618;0003;;© Büro ADB;
05624;0002;;© Fachbereich Kulturgüterschutz, BABS;
05628;0008;;© Büro ADB;
05628;0009;;© Büro ADB;
05628;0011;;© Büro ADB;
05628;0014;;© Büro ADB;
05628;0017;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
05629;0002;;© Fachbereich Kulturgüterschutz, BABS;
05629;0005;;© Büro ADB;
05632;0001;Siegfried Möri;© Büro ADB;
05632;0004;;© Büro ADB;
05632;0005;Siegfried Möri;© Büro ADB;
05639;0005;;© Kt. Denkmalpflege TI;
05639;0006;;© Kt. Denkmalpflege TI;
05650;0003;;© Kt. Denkmalpflege TI;
05650;0004;;© Kt. Denkmalpflege TI;
05661;0001;;© Kt. Denkmalpflege TI;
05661;0024;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05661;0026;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05661;0027;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05661;0029;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05661;0032;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05690;0007;;© Kt. Denkmalpflege TI;
05690;0008;;© Kt. Denkmalpflege TI;
05690;0009;;© Kt. Denkmalpflege TI;
05693;0002;;© Fachbereich Kulturgüterschutz, BABS;
05693;0003;;© Fachbereich Kulturgüterschutz, BABS;
05700;0004;Siegfried Möri;© Büro ADB;
05700;0005;Siegfried Möri;© Büro ADB;
05700;0006;;© Büro ADB;
05700;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05701;0006;Siegfried Möri;© Büro ADB;
05701;0007;Siegfried Möri;© Büro ADB;
05701;0009;;© Kt. Denkmalpflege TI;
05701;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05701;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05710;0002;;© Fachbereich Kulturgüterschutz, BABS;
05710;0003;;© Fachbereich Kulturgüterschutz, BABS;
05710;0004;;© Fachbereich Kulturgüterschutz, BABS;
05710;0005;;© Kt. Denkmalpflege TI;
05725;0002;;© Kt. Denkmalpflege TI;
05725;0004;;© Kt. Denkmalpflege TI;
05725;0007;;© Kt. Denkmalpflege TI;
05772;0001;Eduard Müller;;
05772;0002;Eduard Müller;;
05772;0003;Eduard Müller;;
05772;0004;Eduard Müller;;
05772;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05775;0002;Eduard Müller;;
05775;0003;Eduard Müller;;
05775;0005;Eduard Müller;;
05775;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05775;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05776;0003;Eduard Müller;;
05776;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05776;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05778;0001;Eduard Müller;;
05778;0002;Eduard Müller;;
05778;0003;Eduard Müller;;
05778;0004;Eduard Müller;;
05778;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05778;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05783;0002;Eduard Müller;;
05783;0003;Eduard Müller;;
05783;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05783;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05783;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05786;0001;Eduard Müller;;
05789;0001;Eduard Müller;;
05789;0003;Eduard Müller;;
05789;0004;Eduard Müller;;
05804;0003;Eduard Müller;;
05804;0004;Eduard Müller;;
05804;0006;Eduard Müller;;
05804;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05804;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05804;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05804;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05807;0002;Eduard Müller;;
05807;0003;Eduard Müller;;
05807;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05814;0001;Eduard Müller;;
05821;0002;Eduard Müller;;
05821;0003;Eduard Müller;;
05821;0004;Eduard Müller;;
05822;0004;Eduard Müller;;
05822;0005;Eduard Müller;;
05822;0006;Eduard Müller;;
05822;0007;Eduard Müller;;
05830;0001;Eduard Müller;;
05844;0001;Eduard Müller;;
05844;0002;Eduard Müller;;
05844;0004;Eduard Müller;;
05844;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05844;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05856;0002;Eduard Müller;;
05856;0003;Eduard Müller;;
05856;0004;Eduard Müller;;
05858;0002;Eduard Müller;;
05858;0003;Eduard Müller;;
05858;0005;Eduard Müller;;
05858;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05858;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05859;0004;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05859;0005;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05859;0006;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05859;0007;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05859;0008;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05868;0001;Siegfried Möri;© Büro ADB;
05868;0002;Siegfried Möri;© Büro ADB;
05868;0004;Siegfried Möri;© Büro ADB;
05873;0006;Eduard Müller;;
05873;0007;Eduard Müller;;
05873;0008;Eduard Müller;;
05873;0009;Eduard Müller;;
05873;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05873;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05873;0017;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05873;0019;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05873;0020;Giovanna Piatti;© Fachbereich Kulturgüterschutz, BABS;
05883;0001;Eduard Müller;;
05883;0002;Eduard Müller;;
05883;0003;Eduard Müller;;
05883;0004;Eduard Müller;;
05889;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05889;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05889;0019;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05889;0025;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05890;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05890;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05890;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05897;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05897;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05905;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05905;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05908;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05908;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05908;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05913;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05913;0002;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05913;0003;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05913;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05915;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05915;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05918;0002;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05918;0004;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05918;0005;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05918;0006;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05918;0007;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05923;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05923;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05970;0004;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05970;0005;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05970;0006;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05971;0001;;© Büro ADB;
05971;0002;;© Büro ADB;
05971;0004;;© Büro ADB;
05971;0007;;© Büro ADB;
05984;0006;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05984;0008;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
05985;0001;;© Büro ADB;
05985;0002;;© Büro ADB;
05985;0004;;© Büro ADB;
05985;0006;;© Büro ADB;
05998;0003;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05998;0004;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
05998;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
05998;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06010;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06022;0002;;© Büro ADB;
06022;0004;;©  Denkmalpflege VD;
06034;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06055;0001;;©  Denkmalpflege VD;
06055;0006;;©  Denkmalpflege VD;
06055;0011;;©  Denkmalpflege VD;
06063;0007;Uschy Sumi, Burgdorf; ;
06063;0008;Uschy Sumi, Burgdorf; ;
06094;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06094;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06094;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06106;0001;;© Büro ADB;
06106;0003;;© Büro ADB;
06106;0004;;© Büro ADB;
06106;0005;;© Büro ADB;
06116;0002;Siegfried Möri;© Büro ADB;
06116;0004;Siegfried Möri;© Büro ADB;
06116;0006;Siegfried Möri;© Büro ADB;
06116;0011;Siegfried Möri;© Büro ADB;
06117;0003;;© Büro ADB;
06117;0004;;© Büro ADB;
06119;0004;;© Büro ADB;
06119;0005;;© Büro ADB;
06119;0006;;© Büro ADB;
06122;0002;;© Büro ADB;
06122;0003;;© Büro ADB;
06122;0005;;© Büro ADB;
06123;0010;;© Büro ADB;
06123;0015;Siegfried Möri;© Büro ADB;
06123;0017;Siegfried Möri;© Büro ADB;
06123;0018;Siegfried Möri;© Büro ADB;
06123;0021;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06123;0022;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06124;0002;;© Büro ADB;
06124;0003;;© Büro ADB;
06124;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06126;0005;;© Büro ADB;
06126;0006;;© Büro ADB;
06127;0002;;© Büro ADB;
06127;0010;;© Büro ADB;
06127;0011;;© Büro ADB;
06132;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06136;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06136;0002;;© Büro ADB;
06136;0004;;© Büro ADB;
06136;0008;;© Büro ADB;
06137;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06137;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06137;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06137;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06150;0006;;© Büro ADB;
06150;0009;;© Büro ADB;
06150;0010;;© Büro ADB;
06177;0002;;© Büro ADB;
06177;0006;;© Büro ADB;
06177;0007;;© Büro ADB;
06177;0010;;© Büro ADB;
06197;0001;;© Büro ADB;
06197;0002;;© Büro ADB;
06197;0003;;© Büro ADB;
06198;0001;;© Büro ADB;
06198;0007;;© Büro ADB;
06198;0008;;© Büro ADB;
06203;0001;;© Büro ADB;
06203;0003;;© Büro ADB;
06203;0004;;© Büro ADB;
06204;0002;Siegfried Möri;© Büro ADB;
06204;0003;Siegfried Möri;© Büro ADB;
06204;0005;Siegfried Möri;© Büro ADB;
06204;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06204;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06206;0002;;© Büro ADB;
06206;0007;;© Büro ADB;
06220;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06220;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06226;0006;T. Bitterli;;
06226;0008;T. Bitterli;;
06226;0010;T. Bitterli;;
06231;0001;;©  Denkmalpflege VD;
06231;0003;;©  Denkmalpflege VD;
06231;0005;;©  Denkmalpflege VD;
06231;0009;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06231;0010;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06239;0001;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06239;0006;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06239;0008;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06239;0010;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06242;0002;Siegfried Möri;© Büro ADB;
06242;0012;Siegfried Möri;© Büro ADB;
06242;0013;Siegfried Möri;© Büro ADB;
06242;0015;Siegfried Möri;© Büro ADB;
06243;0001;Siegfried Möri;© Büro ADB;
06243;0003;Siegfried Möri;© Büro ADB;
06243;0007;Siegfried Möri;© Büro ADB;
06243;0015;Siegfried Möri;© Büro ADB;
06251;0002;;© Büro ADB;
06251;0004;;©  Denkmalpflege VD;
06251;0005;;©  Denkmalpflege VD;
06266;0002;;© Büro ADB;
06266;0003;;© Büro ADB;
06266;0004;;© Büro ADB;
06266;0012;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06276;0002;;© Büro ADB;
06277;0004;;© Büro ADB;
06277;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06277;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06281;0002;;© Büro ADB;
06281;0003;;© Büro ADB;
06281;0006;;© Büro ADB;
06281;0007;;© Büro ADB;
06281;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06291;0001;;© Büro ADB;
06291;0002;;© Büro ADB;
06291;0003;;© Büro ADB;
06291;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06291;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06301;0001;;© Büro ADB;
06301;0002;;© Büro ADB;
06301;0003;;© Büro ADB;
06301;0004;;© Büro ADB;
06301;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06301;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06332;0002;;© Büro ADB;
06346;0001;;© Büro ADB;
06346;0002;;© Büro ADB;
06346;0005;;© Büro ADB;
06346;0007;;© Büro ADB;
06366;0001;Monika Bärtschi, Zollbrück;;
06366;0002;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06366;0004;Robert Bärtschi, Zollbrück;;
06366;0005;Robert Bärtschi, Zollbrück;;
06366;0006;Robert Bärtschi, Zollbrück;;
06366;0008;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
06367;0003;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06367;0004;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06367;0005;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06367;0006;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06367;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06367;0008;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06367;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06370;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06370;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06370;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06370;0004;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06370;0005;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06371;0001;;© Büro ADB;
06371;0006;;© Büro ADB;
06371;0007;;© Büro ADB;
06371;0009;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06371;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06371;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06392;0001;;© www.swisscastle.ch;
06392;0006;;© Büro ADB;
06392;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06392;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06392;0018;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06400;0009;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06400;0010;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06400;0011;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06400;0012;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06400;0013;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06401;0002;;© Büro ADB;
06401;0004;;© Büro ADB;
06401;0005;;© Büro ADB;
06414;0001;;© Büro ADB;
06414;0002;;© Büro ADB;
06414;0004;;© Büro ADB;
06437;0001;Thomas Bitterli;;
06437;0002;Thomas Bitterli;;
06437;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06437;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06444;0008;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06444;0011;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06444;0012;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06444;0017;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06444;0025;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06444;0028;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06444;0029;Patrick Schüpbach, Zollbrück;;
06444;0030;Robert Bärtschi, Zollbrück;;
06444;0031;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
06444;0032;Uschy Sumi;© Fachbereich Kulturgüterschutz, BABS;
06456;0001;Arpad Boa;© Büro ADB;
06456;0004;Arpad Boa;© Büro ADB;
06456;0005;Arpad Boa;© Büro ADB;
